,index,comment,label
3461,3461,xài khá ổn trong tầm giá khuyên mọi người nên mua các tác vụ rất mượt_mà mỗi tội camera hơi xấu khi chụp vào tối,"[ 1.  0.  0.  1.  0.  1.  1.  0.  0.  0.  0. -1. -1.  2. -1.  2.  1. -1.
 -1. -1.]"
3462,3462,mình đã dùng qua a aa luôn cái cái nào cũng láp luôn dùng thời_gian đầu thì ok cỡ dc tháng là nó tan_tành rồi đang dùng thì đứng máy nhiều khi chụp hình cũng đứng luôn thoát ra ko được ng gọi đến thấy đổ chuông ko thấy hiển_thị cuộc_gọi nói_chung là dở_tệ,"[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  0. -1.  0. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
3463,3463,mới mua về hôm_qua chơi game k nóng sạc sực nhanh chụp hình đẹp chị nhân_viên tư_vấn rất tên ly rất dthw 🤣 🤣,"[ 0.  0.  1.  1.  0.  0.  0.  0.  1.  0. -1. -1.  2.  1. -1. -1. -1. -1.
  2. -1.]"
3464,3464,mọi thứ đều rất tuyệt_vời giờ chỉ mong sp này bền_bỉ dùng được lâu thôi cảm_ơn vsmart,"[ 0.  0.  0.  0.  0.  1.  0.  0.  1.  0. -1. -1. -1. -1. -1.  2. -1. -1.
  2. -1.]"
3465,3465,tôi rất thích sản_phẩm này đừng rất mượt đúng là tiền nào của nấy,"[ 0.  0.  0.  1.  0.  1.  1.  0.  0.  0. -1. -1. -1.  2. -1.  2.  1. -1.
 -1. -1.]"
3466,3466,máy quá ok mượt ko nóng chỉ có ám mờ đen ở viềng dưới chỗ phím điều hướng thôi vs lại cam đẹp ko chê vào đâu dc,"[ 1.  0.  0.  1.  1.  1.  0.  0.  0.  0.  2. -1. -1.  2.  0.  2. -1. -1.
 -1. -1.]"
3467,3467,máy dùng mượtcảm biến vân tay okcó điều nhận_diện khuôn_mặt hơi kémvới lại cpu exynos không thích bằng qualcomm snapdragonnói chung là rất okkhông chê vào đâu được,"[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  0. -1.  1. -1.  1. -1.  2. -1. -1.
 -1. -1.]"
3468,3468,máy tụt pin nhanh chơi game thường_xuyên rớt wifi mặc_dù báo sóng đầy mọi người nên cân_nhắc trước khi mua sản_phẩm,"[ 0.  1.  1.  0.  0.  1.  0.  0.  0.  0. -1.  0.  0. -1. -1.  0. -1. -1.
 -1. -1.]"
3469,3469,xài tháng đến giờ như mô_tả sản phẩmtốt hơn so với số tiền mình bỏ ranói chung là quá tốt,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0. -1. -1. -1. -1. -1.  2.  1. -1.
 -1. -1.]"
3470,3470,oppo a chụp rất nét nhưng sao gửi hình_ảnh lên trang khác rất mờ và k đọc được,"[ 1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  2.  0. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
3471,3471,quá tốt pin trâu_dụng thích ngày ko cần sac máy mát cấu_hình cho game khỏe_ok,"[ 0.  0.  1.  1.  0.  1.  0.  0.  0.  0. -1. -1.  2.  2. -1.  2. -1. -1.
 -1. -1.]"
3472,3472,đã bình_luận và cho rồi nhưng vẫn phải vào cho lần nữa quá thất_vọng về hiệu_năng xử_lí của máy thua xa con j cũ đang dùng máy vào mạng kém ko tả được chưa kể còn hay đơ phí tr ko nên mua làm gì a cả,"[ 0.  1.  0.  1.  0.  1.  1.  0.  0.  0. -1.  0. -1.  0. -1.  0.  0. -1.
 -1. -1.]"
3473,3473,mới mua hôm_qua rất hài_lòng về hãng nàyđầy đủ các tính_năng tôi cần như nghe gọi to rõ tự_động ghi_âm cuộc_gọi phông_chữ to rõ pin dung_lượng lớn bàn_phím dễ bấm có chức_năng hạn_chế thời_gian gọicảm ơn tgdđ đã giới_thiệu sản_phẩm này,"[ 0.  1.  1.  0.  0.  0.  0.  0.  1.  0. -1.  2.  2. -1. -1. -1. -1. -1.
  2. -1.]"
3474,3474,quá tệmua được tháng mỗi lần mở khoá màng hình phải chờ gần giâysai lầm khi mua đt này,"[ 0.  1.  0.  0.  0.  1.  0.  0.  0.  0. -1.  0. -1. -1. -1.  0. -1. -1.
 -1. -1.]"
3475,3475,sản_phẩm nói có hỗ_trợ g mà vào chế_độ mạng chỉ có hỗ_trợ g g thôi i máy bị sử_dụng ok xài rất mượt có di_động phục_vụ thì rất tốt,"[ 0.  1.  0.  1.  0.  1.  0.  0.  1.  0. -1.  0. -1.  2. -1.  2. -1. -1.
  2. -1.]"
3476,3476,"chỉ từ rất tệ 
 màn_hình thì lúc ăn lúc hok camera chụp ban_đêm thì mờ","[ 1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0. -1. -1. -1.  0. -1. -1.
 -1. -1.]"
3477,3477,vừa_mới mua mún trả lại pin ko trâu như mink tưởng ko hài_lòng vân tay ko nhạy,"[ 0.  1.  1.  0.  0.  1.  0.  0.  0.  0. -1.  0.  0. -1. -1.  0. -1. -1.
 -1. -1.]"
3478,3478,tổng_quan là hài_lòng ủng_hộ vsmart khuyên các bạn nên mua ở thế_giới di_động hệ_thống chi_nhánh rộng khắp bảo_hành dễ_dàng mình mua ở chỗ khác rẻ hơn dc tí nhưng đi bảo_hành đi đi_lại lại mệt người quá_tội,"[ 0.  0.  0.  0.  0.  1.  0.  0.  1.  0. -1. -1. -1. -1. -1.  2. -1. -1.
  2. -1.]"
3479,3479,mới mua được mấy ngày máy đã giám giá trtiếc quámáy bắt wifi kém quáhôm trước ra tgdd định gửi hãng thẩm_định nhưng mất ngày nên lại thôi,"[ 0.  1.  0.  0.  0.  0.  1.  0.  1.  0. -1.  0. -1. -1. -1. -1.  0. -1.
  0. -1.]"
3480,3480,máy từ lúc mua về mở vân tay ra toàn bị treo màn_hình vuốt đa_nhiệm từ dưới lên thì dùng đc k thì phải tắt đi bật lại,"[ 0.  1.  0.  1.  0.  0.  0.  0.  0.  0. -1.  0. -1.  0. -1. -1. -1. -1.
 -1. -1.]"
3481,3481,máy ngón cực ngon chơi game mượt pin trâu chụp ảnh đẹp tóm lại là tốt,"[ 1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  2. -1.  2.  2. -1.  2. -1. -1.
 -1. -1.]"
3482,3482,trải nghiệm sau ngày mình thấy khá xứng_đáng với số tiền bỏ ra máy chạy nhanh màn_hình và loa ổn pin dùng khá thoải_mái trong ngày,"[ 0.  1.  1.  1.  0.  0.  1.  1.  0.  0. -1.  2.  2.  2. -1. -1.  2.  2.
 -1. -1.]"
3483,3483,chán thật_sự máy chậm lag xem video facebook khựng bắt wifi kém mua được bán luôn,"[ 0.  1.  0.  1.  0.  1.  0.  0.  0.  0. -1.  0. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
3484,3484,sao không nhân_bản ứng_dụng messenger được vậy ad cần hỗ_trợ thêm về khả_năng này ạ,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
3485,3485,máy rất khỏe và tôi rất yên_tâm khi mua hàng ở điện_máy xanh tôi sẽ quay lại ủng_hộ dài,"[ 0.  0.  0.  1.  0.  0.  0.  0.  1.  0. -1. -1. -1.  2. -1. -1. -1. -1.
  2. -1.]"
3486,3486,máy màu xanh rất đẹp cầm_chắc_tay pin trâu cam nét cấu_hình cơ_bản tầm dưới tr thì máy này rất ngon xài cơ_bản zalo face xem youtube thì ngày mí phải sạc,"[ 1.  0.  1.  1.  1.  1.  1.  0.  0.  0.  2. -1.  2.  1.  2.  2.  1. -1.
 -1. -1.]"
3487,3487,sài được hơn tháng thấy bình_thường ổn_định chạy ứng_dụng nhanh chụp hình ảo mỗi tối sạc pin quá lâu sạc của hãng mà sạc gần tiếng mới đầy toàn phải sạc qua đêm,"[ 1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  2. -1.  0.  2. -1.  1. -1. -1.
 -1. -1.]"
3488,3488,"thôi đánh_giá cái cho các bạn yên_tâm mua đt 
 tớ dùng samsung s sợ quá ko chịu nổi lên đổi plus 
 đấy nói thế các bác hiểu","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1. -1. -1. -1.  0. -1. -1.
 -1. -1.]"
3489,3489,máy mua đc thang bị lỗi camera trước có đổi đc ko hoặc bảo_hành cho tôixin cảm_ơn,"[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
3490,3490,máy rất nhanh nóng phần gần camera thì có vấn_đề gì k ạ máy mua đuwowjc ngày thôi,"[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0. -1. -1. -1.  0. -1. -1. -1. -1.
 -1. -1.]"
3491,3491,đã xài được thángngày xưa có dùng android thời_gian là máy bị đơ rất nhanhgiờ quay lại xài em này rất mượt mọi tác vụ luônpin trâu sạc nhanhrất vừa ýngon trong tầm giá,"[ 0.  0.  1.  1.  0.  1.  1.  0.  0.  0. -1. -1.  2.  2. -1.  2.  1. -1.
 -1. -1.]"
3492,3492,máy đẹp cấu_hình ok màng hình đẹp camera ổn pin trâu điểm trừ là loa ngoài nghe chát và chói tay,"[ 1.  1.  1.  1.  1.  0.  0.  1.  0.  0.  2.  0.  2.  2.  2. -1. -1.  2.
 -1. -1.]"
3493,3493,chán_chê rất hối_hận khi mua con này khuyên ae đừng mua khi mún chơi g bị dứng máy liên_tục,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  0. -1.  0. -1. -1.
 -1. -1.]"
3494,3494,"điện_thoại a pin quá tệ còn tệ hơn cả as 
 dung_lượng pin mà ít sử_dụng chỉ được h 
 thua cả as tui mua trước đây xin hỏi mới mua ngày đổi cái mới được ko","[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  0. -1. -1. -1. -1. -1.
 -1. -1.]"
3495,3495,ngon trong tầm giátôi khá hài_lòng về chiếc đt nàypin ổntác vụ cơ_bản mượtgame ổn ns chung là ok,"[ 0.  0.  1.  1.  0.  1.  1.  0.  0.  0. -1. -1.  2.  2. -1.  2.  1. -1.
 -1. -1.]"
3496,3496,mình khuyên mọi người đừng nên dùng mặt kính dễ vỡ lắm với xem youtube màn_hình kính rõ nét chơi lien quan thì giật nhân_viên tư_vấn như ép khách mua vậymua đc ngày hối_tiếc,"[ 0.  0.  0.  1.  1.  1.  0.  1.  1.  0. -1. -1. -1.  0.  0.  0. -1.  2.
  0. -1.]"
3497,3497,"tôi tuổi ở dĩ an bình dương mới mua dùng vsmart joy gb từ 
 không game ít chụp ảnhchỉ tin_tức facebook zalo mua hàng online nên thấy vsmart joy gb dùng cũng rất ok 
 duy_nhất máy bị lỗi firmware về sạc pin thì phải sạc máy báo đã đầy pin cố sạc chút nữa thì và máy tự_động ngắt sạc dù máy mát lạnh ° c 
 mong được xử_lý nhanh giúp qua email","[ 0.  0.  1.  0.  0.  1.  0.  0.  0.  0. -1. -1.  0. -1. -1.  2. -1. -1.
 -1. -1.]"
3498,3498,ổn so với mức giá cảm_ứng vân tay ko nhạy cho lắm nhưng vẫn khá ổn pin trâu loa cũng ok có cái màn_hình không tắt đc chức_năng chạm hơi khó_chịu,"[ 0.  1.  1.  0.  0.  1.  1.  0.  0.  0. -1.  1.  2. -1. -1.  2.  1. -1.
 -1. -1.]"
3499,3499,mua hồi tháng lúc giảm còn triệu mấy ai cũng chê nhưng xài tháng rồi mọi thứ đều ổnnhân_viên tư vẫn nhiệt_tình tầm trung nên không_thể đòi_hỏi vân tay nhạychs game ít khi bị giật lagthiết kế đẹp mắtmàu lưng máy siêu đẹpnói chung những bạn có túi_tiền tầm_tầm thì vẫn nên mua rất tốtdành cho làm_việc giải_trí đều oktin dùng samsung bao năm,"[ 0.  1.  0.  1.  1.  1.  1.  0.  1.  0. -1.  0. -1.  1.  2.  2.  2. -1.
  2. -1.]"
3500,3500,"máy chip thuộc tầm trung mà ms mua đc tuần thì chs quá lag thua cả chip pin sạc lâu đầy 
 máy xem youtube k cx giật nói_chung thất_vọng","[ 0.  0.  1.  1.  0.  0.  0.  0.  0.  0. -1. -1.  0.  0. -1. -1. -1. -1.
 -1. -1.]"
3501,3501,sản_phẩm khá tốt và đẹp camera sau rất tốt còn trước trung_bình gọi video hơi mờ máy hoàn_thiện tốt không nóng máy mượt_mà đáng tiền nhân_viên phục_vụ mỏ cày nam rất tốt,"[ 1.  0.  0.  1.  1.  1.  0.  0.  1.  0.  1. -1. -1.  2.  2.  2. -1. -1.
  2. -1.]"
3502,3502,máy mới mua nhưng đêm hao phần_trăm pin mặc_dù để ở chế_độ tiết_kiệm pin và bật chế_độ máy_bay,"[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1. -1.  0. -1. -1. -1. -1. -1.
 -1. -1.]"
3503,3503,"mình là fan xiaomi nhưng hơi thất_vọng hàng chính hãng bản quốc_tế nhưng rất nhìu lỗi lâu_lâu loa thoại loại ko nghe đc phải khởi_động lại máy mới nghe đc 
 tôi khuyên các bạn nên dán cường_lực camera bởi_vì nó rất dễ vỡ","[ 0.  1.  0.  0.  1.  1.  0.  0.  1.  0. -1.  0. -1. -1.  0.  0. -1. -1.
  0. -1.]"
3504,3504,máy xài rất tốt có camera chụp siêu xin ko còn gì để nói về điện_thoại cả một chiếc đt rất tốt,"[ 1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  2. -1. -1. -1. -1.  2. -1. -1.
 -1. -1.]"
3505,3505,kkk thì ra không có gg thì máy vẫn cài được mọi thứ vậy mà xưa cứ ngại vô_tư mà dùng đi mọi người ơi,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  1. -1.  2. -1. -1.
 -1. -1.]"
3506,3506,mọi thứ rất ổnngoại trừ vào ch play tải về rất lâu đợi p mà chưa thấy tải về dcmạng vẫn ổn nhé,"[ 0.  0.  0.  1.  0.  1.  0.  0.  0.  0. -1. -1. -1.  0. -1.  2. -1. -1.
 -1. -1.]"
3507,3507,máy dùng mượt chơi game không bị lag pin ổn màn_hình to không bị lỗi máy bao_giờ,"[ 0.  0.  1.  1.  0.  1.  0.  1.  0.  0. -1. -1.  2.  2. -1.  2. -1.  2.
 -1. -1.]"
3508,3508,"máy dùng thì rất ok rất đẹp không có gì phải chê cả 
 nhân_viên tư_vấn rất nhiệt_tình","[ 0.  0.  0.  0.  1.  1.  0.  0.  1.  0. -1. -1. -1. -1.  2.  2. -1. -1.
  2. -1.]"
3509,3509,camera quá xấu so với các loại máy cùng tầm giá camera ám xanh chụp nhòe không sắc nét dc cái pin trâu mới mua bản gg chưa trải nghiệm nhiều nhưng thấy cái camera là ko thích rồi hơi thất_vọng không biết đổi lại máy khác_nào cùng tầm giá dc xin tư_vấn,"[ 1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0. -1.  2. -1. -1.  0. -1. -1.
 -1. -1.]"
3510,3510,"mình có số nhận_xét về máy như sau 
 ưu_điểm 
 nhân_viên ở khu cầu xéo longg thành_đồng_nai tư_vấn khá nhiệt_tình và chu_đáo 
 máy to đẹp đúng như mình mong_muốn 
 cam rất đẹp thấy màn bảo mờ chứ mình thấy khá ổn và rõ chụp gần_xa gì các đẹp 
 nhược_điểm pin tụt khá nhanh khi để ko chơi lq trận mất nhưng sáng mình sạc lên cty chưa làm gì nhìn lại còn khi ở chế_độ mạng dữ_liệu còn wiffi thì thấy gần h mới mất ko biết mn như nào chứ mình thì như vậy đó","[ 1.  0.  1.  0.  1.  0.  0.  0.  1.  0.  2. -1.  0. -1.  2. -1. -1. -1.
  2. -1.]"
3511,3511,quay đều quay đềuxoay đều đều youtobe ơi óa óagiá rẻ nhưng tiền ít chả dám hít đồ thơm sao,"[ 0.  0.  0.  1.  0.  1.  1.  0.  0.  0. -1. -1. -1.  0. -1.  0.  2. -1.
 -1. -1.]"
3512,3512,bắt wifi yếu dù ở kế cục wifi ko nhạy màn_hình ko đẹp giá quá cao so với sản_phẩm,"[ 0.  1.  0.  0.  0.  0.  1.  1.  0.  0. -1.  0. -1. -1. -1. -1.  0.  0.
 -1. -1.]"
3513,3513,máy hay đơlướt web nhẹ cũng đơcó lúc còn không bật được sáng màn hìnhđã đổi máy cùng mẫu rồi nhưng vân thếko muốn đổi nữa mệt lắmmai ra bán luânchấp nhận mất,"[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0. -1. -1. -1.  0. -1. -1. -1. -1.
 -1. -1.]"
3514,3514,sài tốt trong tầm giá cảm_ứng có nhiều lúc phản_hồi hơi chậmkhông thể dồi hỏi nhiều trong phân khúc giá rẻ,"[ 0.  1.  0.  0.  0.  1.  1.  0.  0.  0. -1.  0. -1. -1. -1.  2.  1. -1.
 -1. -1.]"
3515,3515,tuy là vô nhựa những rất nhẹ và đẹp màn_hình coi phim ko thấy mọi mặt pin thì rất ok lóa to ngon điểm rất ưng_ý khi mua,"[ 0.  1.  1.  0.  1.  1.  0.  1.  0.  0. -1.  2.  2. -1.  2.  2. -1.  2.
 -1. -1.]"
3516,3516,con oppo reno pro này mình xài thấy rất ok máy mược sạc nhanh pin lâu chơi game rất mược máy cũng ít nóng camera chụp ảnh khỏi phải chê rất đáng đồng_tiền,"[ 1.  0.  1.  1.  0.  1.  1.  0.  0.  0.  2. -1.  2.  2. -1.  2.  2. -1.
 -1. -1.]"
3517,3517,mình đã mua và dùng thấy rất ok với mức giá hơn tr nếu ai có nhận_xét tiêu_cực thì là trẻ trâu là không có tiền cũng không ngoại_lệ tỷ_lệ lỗi do nhà sản_xuất nhưng quá ít,"[ 0.  0.  0.  0.  0.  1.  1.  0.  0.  0. -1. -1. -1. -1. -1.  2.  1. -1.
 -1. -1.]"
3518,3518,máy em bị lỗi loa trong khi gọi điện khởi_động lại thì mới trở_lại bình_thường nhưng được vài ngày lại bị lại giờ có cách nào fix ko a,"[ 0.  1.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
3519,3519,không nên mua đt này pin sau đêm tụt quá nhanh bgqafy đầu tụt họ sau nữa tụt nhiều lúc bật khoong sáng dùng cảm_ứng vân tay phím nguồn đều khoong sáng pin những khoong cảm_thấy pin trâu,"[ 0.  0.  1.  0.  0.  1.  0.  0.  0.  0. -1. -1.  0. -1. -1.  0. -1. -1.
 -1. -1.]"
3520,3520,tốt quá tốt so vs tầm giá mọi người nên mua để ủng_hộ hàng việt nam đánh_giá sao,"[ 0.  0.  0.  0.  0.  1.  1.  0.  1.  0. -1. -1. -1. -1. -1.  2.  1. -1.
  2. -1.]"
3521,3521,mới mua tặng bố ạ ủng_hộ bác vượng ủng_hộ việt_nam bố mìh dùg face vs xem phim thoii nên mượt lắm ạ nếu ko để_ý thêm camera thì con này quá ngon rùi ạ,"[ 1.  0.  0.  1.  0.  1.  0.  0.  1.  0.  1. -1. -1.  2. -1.  2. -1. -1.
  2. -1.]"
3522,3522,mua chưa được ngày pin tầm để qua đêm hụt lâu_lâu màn_hình nhảy lung_tung sạc lâu,"[ 0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0. -1. -1. -1. -1. -1.
 -1. -1.]"
3523,3523,cam đẹp máy mượt pin trâu nhân_viên chăm_sóc cực_kì nhiệt_tình,"[ 1.  0.  1.  1.  0.  0.  0.  0.  1.  0.  2. -1.  2.  2. -1. -1. -1. -1.
  2. -1.]"
3524,3524,"camera trước không đẹp quay video tiếng bị ồn sạc không nhanh tí nào vân tay thì có lúc không nhạy lắm 
 bạn nào có nhu_cầu chơi game thì nên mua còn chỉ_thiên về quay video chụp ảnh thì nên cân_nhắc","[ 1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2. -1. -1. -1. -1.
 -1. -1.]"
3525,3525,e đã dùng đc thág hơn theo e đánh_giá thì máy rất ok nhé chơi game lqmb pubg bật fps cao nên rất mượt mọi thứ dùng đều ok còn về pin e đã đọc rất nhiều bình_luận bảo lên pin bị tụt k biết mn như nào nhưg đối vs e thì e vẫn chưa thấy sự khác_biệt vẫn thấy pin khá trâu chơi game lqmb tiếng mới xg pin còn nói_chung máy vs tầm giá gần củ là quá ngon,"[ 0.  0.  1.  1.  0.  1.  1.  0.  0.  0. -1. -1.  2.  2. -1.  2.  1. -1.
 -1. -1.]"
3526,3526,đt nokia dùng rồi là muốn bỏ vào sọt rác khuyên ae nên chọn hãng khác đt lỗi đầy nếu kể_ra lỗi chắc phải ghi cả ngày mới hết tóm lại câu nokia vứt sọt rác,"[ 0.  0.  0.  0.  0.  1.  0.  0.  1.  0. -1. -1. -1. -1. -1.  0. -1. -1.
  0. -1.]"
3527,3527,nhiều người nói iphone không chịu thay_đổi dáng_vẻ bên ngoài như các hãng khác như mình thấy thì các hãng khác trừ sony ra thì còn các hãng còn lại hầu_như cũng có đời máy na_ná về phần mặt sai của iphone đó thui,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
3528,3528,máy sài im mượt chụp hình xoá phong rất đẹp giá họp lý nhân_viên phục_vụ nhiệt_tình,"[ 1.  0.  0.  1.  0.  0.  1.  0.  1.  0.  2. -1. -1.  2. -1. -1.  2. -1.
  2. -1.]"
3529,3529,sau ngày cảm_nhận thì máy mượt cam đẹploa nghe nhac hay pin đủ dùng ngày vô tưkhông kém như mọi người chê game thì mượt nhưng lại nóng máy và ngốn pin nếu cài cấu_hình trung_bình thì có vẻ ổn hơnhài lòng với số tiền bỏ ra,"[ 1.  1.  1.  1.  0.  1.  1.  0.  0.  0.  2.  2.  2.  1. -1.  2.  1. -1.
 -1. -1.]"
3530,3530,mới mua máy dc ngày về hiệu_năng thì khõi phải chê snap màđiểm trừ là cảm_biến vân tay qa tệ,"[ 0.  1.  0.  1.  0.  0.  0.  0.  0.  0. -1.  0. -1.  2. -1. -1. -1. -1.
 -1. -1.]"
3531,3531,sao ngày sử_dụng có nhận_xét như saocamara sau hoi kémpin thì tụt hoi nhanhcon mọi thứ thì ko có vấn_đề jcam trước thì quá đẹp,"[ 1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  1. -1.  0. -1. -1.  2. -1. -1.
 -1. -1.]"
3532,3532,lần đầu_tiên xài xiaomi cảm_giác cầm nắm và sử_dụng mượt mà máy hình_thức đẹp có dán sẵn màn_hình và trang_bị ốp lưng camera chụp đẹp nhưng lồi quá đã ốp lưng rồi mà vẫn thấy lồi ra 😂 sợ trầy quá thời_gian sau đánh_giá tiếp,"[ 1.  0.  0.  1.  1.  0.  0.  0.  1.  0.  2. -1. -1.  2.  1. -1. -1. -1.
  2. -1.]"
